userName,score,at,content
Vino Geming,5,2023-07-06 18:55:28,Kerennnnn👍
Tia Unyu,4,2023-07-06 18:54:40,Testing dulu
Avon Ritesm,4,2023-07-06 18:54:35,"my advice, also add the translate feature to the comments"
Ardini Putri inosya,5,2023-07-06 18:54:20,app ini lebih bagus dari twt reckmended bangeet sih
Hamidarti Ulfa,5,2023-07-06 18:52:18,Bagus bgt
Ahmad Nabil,4,2023-07-06 18:52:11,"Masih suka limit buat nge follow orang, gk ada fitur liat trending, beranda pengikut sama for your page masih jadi satu semua. Instagram sama threads jadi kesatuan, jadi g bisa non aktifin salah satunya. Tapi yg paling nyebelin limit follow nya yang kadang suka kesel. @srawpie."
Luke RJ,3,2023-07-06 18:52:01,masih banyak bugnya
ameera balqisha,3,2023-07-06 18:51:33,"fitur banyak yang kurang, switch akun juga susah"
Darkness 080,5,2023-07-06 18:51:03,First min
yiiinn,5,2023-07-06 18:50:09,Ya udah sih wir
Avin P94,4,2023-07-06 18:49:57,"Setiap mau repost threads ke ig kenapa jadi ig nya ke log out ya, jadi misal aku buka threads pasti ig ku ke log out, sama kalau aku buka ig, pasti threads nya ke log out jd nggak bisa repost.. Btw ig sudah update🙏 Mohon info nya🙏"
Abrianto Ramadhani 女,5,2023-07-06 18:49:14,jawir
wulan dari,1,2023-07-06 18:49:03,Gua pake eror
Wilda Putri,5,2023-07-06 18:48:54,apa bende nih?
Achmad Jarkasi,1,2023-07-06 18:48:39,Kenapa ya komen foto gabisa? Langsung force close
Manusia,4,2023-07-06 18:47:58,"Hi Twitter, i'm your rival"
-Rikka,4,2023-07-06 18:47:48,"Waw, twitter tanpa limit Kekurangan: •Tolong dong, kalo mau ganti akun kaya ig(tinggal sat set, gaperlu login-logout) •Kalo mau posting itu ribet, ketutupan keyboard tombolnya. •Ga ada fitur dm? •kalo mau ikuti balik harus pencet profil, ribet"
20_XI RPL 1_I WAYAN KRISNA YASA,5,2023-07-06 18:47:46,👍
NEO BLACK 547,5,2023-07-06 18:47:39,Bahasa indo pertama g sih
Ahmad Juni Anto,5,2023-07-06 18:47:03,Good
Ilham Firdaus,4,2023-07-06 18:46:46,"auto translatenya mana bang, butuh banget soalnya"
Hbib,1,2023-07-06 18:44:51,Error
MNvaL SR,5,2023-07-06 18:44:37,"kalo boleh kasih ulasan si, ya apk nya keren dh simple ui nya."
Dedi Didy,5,2023-07-06 18:43:20,Donlot aja dulu..
Izaki,1,2023-07-06 18:43:10,"broken, teks numpuk secara brutal"
Tasya aziza,5,2023-07-06 18:43:10,sejauh ini seru sih
Nurul HalimatusS,4,2023-07-06 18:42:53,Tolong berikan terjemahan otomatis
Chrystabella habel,5,2023-07-06 18:42:49,..gv oh tc
Dank Putra,5,2023-07-06 18:42:48,Semoga kedepan ny ada mode dark ny.
D ave,1,2023-07-06 18:42:39,Crash
AZFAR ZAIM,5,2023-07-06 18:42:05,Bagus
Sabrina _12V,5,2023-07-06 18:41:59,Bolee
theo f,1,2023-07-06 18:40:27,ga bisa login
Arief Wicaksono Soegiharto,5,2023-07-06 18:39:53,"Please jangan ada unsur Politik 2024, buzzer disini"
NPC,5,2023-07-06 18:39:40,Nice Info!
awwal awwal,3,2023-07-06 18:39:27,selalu refresh
Nano Satu,5,2023-07-06 18:39:10,Ini aplikasi apa si?
zxyx. Xz,5,2023-07-06 18:36:17,Tempat gua ada bugnya
maulana muhib,4,2023-07-06 18:34:41,Perbanyak lagi fitur nya bg... Biar bisa bener2 nyaingin sebelah... Wkwk
alya azzahra,1,2023-07-06 18:34:28,apk nya pas login knpa eror yaaa
Muhammad Andika,5,2023-07-06 18:33:56,KEREN CUCYCYCYCY
hae tv,2,2023-07-06 18:33:04,Maish banyak bug
ccp video terbaru,5,2023-07-06 18:32:08,Rating pertama. Bgus bangett
RYAN FAIQ SWARDANA,1,2023-07-06 18:32:02,🗿
Ikhwan dika,5,2023-07-06 18:31:52,"Kamis 6 juli 2023, Semoga kamu pas liat ini udah kaya ya dika Udah di jepang juga, Makasih buat perjuangan nya yaa, Domo arigatoo gozaimasu 😊 My IG : moedika_ . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . . . . . . .. . . . . .精神 gambate"
Asep Purnama Asri,1,2023-07-06 18:31:46,Error di hp gw anjg.
Alwi Yudin,4,2023-07-06 18:30:51,"Baguss deh poko nya, thank you meta. @markzuckerberg.. 🇮🇩"
ernn267,5,2023-07-06 18:30:21,"Baguss, semoga makin dikembangkan fiturnya"
Idham Farid,1,2023-07-06 18:27:45,"Battlenya mana anjer,mana elon vs mark"
Ryan Account,5,2023-07-06 18:27:37,Ulasan Indonesia pertama
Agus Setyanto,5,2023-07-06 18:27:16,Ok
AeXospheriC,4,2023-07-06 18:26:58,"it is already good, but the way to change account is kinda complicated, we have to logout and login again, I think it'll be very helpful if you give a feature that can change accounts way easier without logout, like instagram!"
Jkjeyyy_,5,2023-07-06 18:26:17,Smg lebih bagus dari twit
Ard Jy,5,2023-07-06 18:26:10,Keren mamank mark
Muhamad Luay,4,2023-07-06 18:25:26,Ada bug tolong diperbaiki tiba-tiba jadi error
Shabrina Salsabila,5,2023-07-06 18:25:16,"Ku kasih rating 5 soalny masih suka error, tolong diperbaiki bugnya masih sering error kalau login...kalau bisa adain fitur bisa liat yang unfoll"
Ali Musa Daud,5,2023-07-06 18:24:27,Moga g kek Twitter
Nur Ikky,5,2023-07-06 18:23:40,Bagus
Ariq Ylnt,3,2023-07-06 18:22:57,"aplikasinya bagus, stylish, tidak dibatasi untuk mengupload dalam sehari, tapi yang sangat disayangkan adalah harus login menggunakan akun instagram, alangkah baiknya jika Instagram dan Threads memiliki akun yang berbeda."
Ari Riii,5,2023-07-06 18:22:22,Wow 👑
Ubaydillah fauzan,2,2023-07-06 18:21:44,Anjayyy
Oki Kurniawan,1,2023-07-06 18:20:35,Saat dibuka layar menjadi berbayang tidak jelas.
Bayu irham,5,2023-07-06 18:20:18,oke juga buat saingan burung biru
Fakhrul Rozi,5,2023-07-06 18:20:05,Gg mark
Riski Candra Alfiansah,1,2023-07-06 18:19:16,GAK BISA HAPUS AKUN!
Malik Gaming,5,2023-07-06 18:19:14,Gokil bejir
Septiann Rzky,1,2023-07-06 18:19:06,"eror punya saya,atau memang tidak support ya di hpku😓😰"
Melia Delima,3,2023-07-06 18:19:04,video temen gw kena takedown
Koko Rahwanda S,1,2023-07-06 18:19:02,I don't want see something what i don't want see... Please don't give something or someone we don't like in our home or Search
Ally Muchlas,5,2023-07-06 18:18:52,Aplikasi tidak bisa dibuka di device realme gt master edition
WAHYU XD 205,5,2023-07-06 18:18:09,"overall bagus sih sampe kecanduan seharian main threads, isinya pada minta mutualan cuma yg kurang yaitu fitur tombol mengikuti di daftar followers, dan juga tagar, top trending, sama bisa upload music"
030.Muhammad Habibbulloh,5,2023-07-06 18:17:42,"Keren, tapi masih banyak Bug"
Adina Mahdya,5,2023-07-06 18:17:28,Ini twitwr yh
WIRANTO ALVIERO,5,2023-07-06 18:16:30,Saya baru mencoba semoga yg follow bukan bot dan bener bener orang
Abdul latif Nainggolan,1,2023-07-06 18:16:12,Apk tolol
Neuls Sagitarius,5,2023-07-06 18:15:58,Kesini karna Jerome Polin wkwk
Faris Izdhiharr,1,2023-07-06 18:15:00,The application has bug Mark
MT “MT”,4,2023-07-06 18:13:04,mengembalikan suasana twitter jadul
Musthafa Rafii,5,2023-07-06 18:12:39,Zuck rules the internet
Faik Sabuki,5,2023-07-06 18:12:22,FIRST
Fajar Nugraha,1,2023-07-06 18:12:06,gak kreatif ikut ikut twitter. Waktu itu ikut ikut tiktok. Gak ada inovasi apa gimana? Come on bikin yang fresh
Putri Ayuni,5,2023-07-06 18:11:45,bagus aplikasinya
Ivan Rizaldi,5,2023-07-06 18:11:40,"Seruuuu, tambahin fitur DM biar enak mutualan"
ngcy negacy,5,2023-07-06 18:11:30,lumfayan bagus aplikasi nya 🤓
8H-Hasby Wira Al Muflih,5,2023-07-06 18:10:00,Ko nitip yg sebelah bang mark
Fariz Hidayat,5,2023-07-06 18:09:36,Mantappp gan
wan wan,1,2023-07-06 18:09:29,baru bikin akun udah di tangguhkan belum jg login lawak aplikasi apaan nih mau nyaingin Twitter? mimpiiiii
Hildegardis Kaesnube (Hilde),5,2023-07-06 18:09:12,Keren
Alvin Gultom,5,2023-07-06 18:09:03,bagus saya ga main twitter karna ribet tapi suka aplikasi ini karna simpel semoga aja kedepan nya ga banyak perubahan
Supri Andika,3,2023-07-06 18:08:25,"On my device, this app has a bug in display. This app can't be used."
Aji Maruf,1,2023-07-06 18:08:06,Masih ada bug banyak bgt. Baru buka udh layat kek stuttrring
Annisah Annisah,5,2023-07-06 18:07:45,"the application is good, just add the translation"
Ayangnya Wonwoo,5,2023-07-06 18:07:01,Bagus aja
Gobel 05,5,2023-07-06 18:06:57,Mantap
zulhamsyah fahmi,4,2023-07-06 18:06:10,"Mau nulis ulasan aja, soalnya katanya gada ulasan dalam bahasa indonesia :("
Addin Pradana,1,2023-07-06 18:05:24,bangke di hp gw ngebug aplikasinga udah coba 2x masih sama
cuwiko entertainment,5,2023-07-06 18:04:56,Semoga makin sukses instagram meta
Anas Adani,5,2023-07-06 18:04:46,1. Include a TRANSLATION feature in a post 2. Add TRENDING feature
Aril Hakim,5,2023-07-06 18:04:20,Mantap apknay
Raden Yudhistira,5,2023-07-06 18:03:35,Semoga tidak terkontaminasi oleh zat zat berbahaya.
arhy putrabungsu,5,2023-07-06 18:03:34,Baru mau coba
Gesang Priatmoyo,1,2023-07-06 18:02:08,Lag paraaahhh 😢 beranda eror gak jelas.
Fahri Akbar,2,2023-07-06 18:01:41,Ko threads saya eror ya
Julian fristio,1,2023-07-06 18:01:20,Ada bug nya
Yeremia Theo,5,2023-07-06 18:01:11,Bersiap lah untuk mengalahkan elon musk 😂
CHIMERA X,1,2023-07-06 17:59:37,I cant change to dark mode
Hery Nawawi,5,2023-07-06 17:59:36,Good
Robitul Anwar,5,2023-07-06 17:59:35,"Ada bug tulisannya nyatu semua, tolong segera diperbaiki 🙏🙏🙏"
Arief Restu Hudaya,5,2023-07-06 17:59:33,Mantap nih saingan twitter wkwk
Ricki Firmansyah,3,2023-07-06 17:59:27,Tidak bisa melihat followers di feeds
Samsung A03 core,5,2023-07-06 17:58:19,Ini app baguss bgtttt mirip kek app sebelah too lebih enak yg ini sih fitur nya baguss aku recommended bgt app ini buruaan download
JustTrue,5,2023-07-06 17:58:06,"Fitur baru instagram, semoga bagus dan tidak disalahgunakan🤩"
I Made Candra Putra Atmaja,5,2023-07-06 17:57:59,"Aplikasi nya bagus, mirip Twitter. Semoga bisa lebih berkembang maju kepadanya. Walaupun ini baru dirilis"
ElloStudios Contact,5,2023-07-06 17:57:11,Mantap Aplikasinya 👍 Cocok Jadi Pengganti Aplikasi Sebelah 👀
Ciben Nderum,1,2023-07-06 17:55:21,Haha
Ahmad Syukur,5,2023-07-06 17:55:14,"Hari ini, Saya bergabung dengan Threads. 😍 Katanya #Threads adalah pesaing baru #Twitter . Mari kita lihat sampai dimana kemampuannya menyaingi Twitter? Jreng.. jreng.. jreng.."
Abia Anwar Husen,5,2023-07-06 17:53:41,First
Bela Putri,5,2023-07-06 17:53:07,sedang menunggu fitur dm
Panok Nt,5,2023-07-06 17:50:44,Wow
Exscel Gamer,5,2023-07-06 17:50:23,Hehe
Uniko 512,3,2023-07-06 17:50:22,"Saya pengguna ponsel asus m2 dan terdapat bug glitch di aplikasinya, namun saat buka instagram ini tidak terjadi.. mohon di fix"
Rafael Christian Renata,5,2023-07-06 17:49:18,Perfect but not great
Samid Star,3,2023-07-06 17:47:41,"Tidak ada bug, namun kurang fitur: 1) Info Trend. 2) Voting pada utas. 3) Download media dari netizen di kolom komen"
Lisa listio Rini,4,2023-07-06 17:46:38,"Masih sepi, nanti balik lagi kalo dah rame"
NISWAH ZULFA,5,2023-07-06 17:46:26,❤️❤️❤️
HANIF R.A (X-2),5,2023-07-06 17:45:01,"Karena ga mau ketinggalan tren, jadi pake nih sosmed. Lumayan untuk sekelas twitter bahkan lebih bagus dari Twitter, walau fiturnya masih ada beberapa yang kurang sih. 😅"
MUHAMMAD ADITYA,5,2023-07-06 17:45:01,Perfect
fandrian 10,5,2023-07-06 17:44:54,Logonya Jelek Banget 🤣
Wan,5,2023-07-06 17:44:48,Eror ya.
Hanif FR,5,2023-07-06 17:44:04,Nice
Yudha Nanda,5,2023-07-06 17:43:50,mantap sih
Bella Ch.,5,2023-07-06 17:43:22,"So far so good, tapi tolong bisa in nambah akun🙏🙏🙏"
SYAHRULMARUFRAJINSHALAT DANMENABUNGUNTUKMASADEPAN,2,2023-07-06 17:43:17,Ga bisa langsung dibuka
Anisa Tiara,3,2023-07-06 17:42:41,suka
D4rkSoul 123,5,2023-07-06 17:42:35,Bagus
david farel,5,2023-07-06 17:42:01,First banh☝
Muhammad Alfath,5,2023-07-06 17:41:12,"Ore wa Eren Yeager, subete wa Ymir no tameni..TATAKAEEE!!"
Muhammad Fadhil Nursofa,5,2023-07-06 17:40:41,mantap bosQ
Andrian Syah,5,2023-07-06 17:40:25,Pengalaman pertama
Haikal Akbar,5,2023-07-06 17:39:19,gatau cuman ikut ikutan
Dony isa_522_c1,2,2023-07-06 17:38:30,"Bug kata2,kayak tsunami kata2 min"
Fatima Syahira,5,2023-07-06 17:38:22,Baguss sekalehhhh😍😍😍😍😍
Indriani Azies,5,2023-07-06 17:38:13,"KEREN KAMU MARCK GANTENG DAN BAIK HATI, PINJAM SAYA DULU 200😊"
Riz z,5,2023-07-06 17:38:05,pesaing twitter 🗿🗿🗿
popianggraenii _,5,2023-07-06 17:37:58,Baguss
Dian Maryeta,5,2023-07-06 17:36:40,jangan lupa follow Instagram gua ya temen temen yg baik @veryaffand
iqbal l,5,2023-07-06 17:35:17,Bagus sih kayak twitter
Kucing Menangis,5,2023-07-06 17:34:50,"Damn zuck, pls give me blue tick my acc dikzzzzz._🤯"
Lusia Aulia,1,2023-07-06 17:34:42,"Saya ingin menghapus akun threads, mengapa harus menghapus akun instagram terlebih dahulu? Sungguh fitur yang sangat buruk, tidak bisa membebaskan penggunanya. Tolong PERBAIKI hal tersebut, supaya pengguna bisa lebih leluasa. Terima kasih."
Ardi Riady,1,2023-07-06 17:34:13,Bug
Nao3Line Prez,5,2023-07-06 17:34:10,Alternatif twitter
Zat Yonsus,5,2023-07-06 17:33:41,Pertama dapat apa nih
Rahman Ocpri Angga,5,2023-07-06 17:32:28,"The Best, Thanks Threads"
Airdrop Allert,5,2023-07-06 17:32:08,tolong jangan ada iklan
Crescent Dart,4,2023-07-06 17:31:58,Cannot change profile
Mohammad Haekal Fahmi,5,2023-07-06 17:31:32,Gak pernh mengecewakan
HS Education,5,2023-07-06 17:30:47,Keren
April Lia sari,4,2023-07-06 17:30:23,Hehe
Victor Vantez,5,2023-07-06 17:29:30,"udah bagus, tapi tambahin fitur pinned, edit postingan, dan hastag 👍🏻"
Salman Hakim,3,2023-07-06 17:29:05,gambar gabisa di save
Dhava jatunggle,5,2023-07-06 17:28:45,Cool
Azwar Lazuardi Nasution,4,2023-07-06 17:28:34,Test dulu
22_ Aldow Fan Dzikri,5,2023-07-06 17:27:51,Topp
indri Ansyah,5,2023-07-06 17:27:04,😨😨🤍🤍
Fikri Ardysh,5,2023-07-06 17:26:45,keren threads
Rizki Nadi Maulana,5,2023-07-06 17:26:42,Gua yang pertama ngisi ulasan bro
Hanachiruu,5,2023-07-06 17:26:39,"Saya bukan mau melaporkan masa sih, tapi saya mau tambah saran. Tolong tambahkan mode tambah akun, mode gelap, dan dm. Terima kasih"
Kyy Ygy,5,2023-07-06 17:25:41,"Semoga Mark menang lawan Elon, AMINNNNN"
Sihabuddin Budin,5,2023-07-06 17:25:41,Anti lone mask
ҽɳɠƙყ ɳԃx,5,2023-07-06 17:25:09,😷👍
Rizky Arya Wicaksana,5,2023-07-06 17:24:45,bagus
Genesius,1,2023-07-06 17:24:38,"Ngebug setan, ga ada gw pake 1 detik dah ngebug anjing"
21-PRINUS AL-HAKIM,5,2023-07-06 17:24:33,"Apk ini sangat bagus, semoga update tambahin fitur penterjemah agar bisa membaca bahasa asing dari negara lain"
Genius Oh Genius,1,2023-07-06 17:24:01,Kenapa punya saya pas sudah masuk beranda malah jadi ngeframe/ngefrezee?! Belom worth it sih
Sukma Rani Putri,5,2023-07-06 17:22:49,Cukup bagus
Andi Andi,3,2023-07-06 17:22:34,Threads gw malah eror cok
Muhammad “Maulid” Rizqullah,4,2023-07-06 17:21:44,"This app is great, but every time I try upload my collection from Gallery, there is no option to choose between the Albums on our mobile phone. Can you pls give a better Albums selection to pick a picture from Mobile phone Gallery at the next update? Saya sangat mengapresiasi kerja keras developer berkat itu"
azzahra,4,2023-07-06 17:21:10,Aplikasinya bagus kayak Instagram
Alvin,1,2023-07-06 17:20:08,Gak bisa diinstal
Laksmana al Habsyi,5,2023-07-06 17:18:57,Kerja bagus mark
Dwi Vein,1,2023-07-06 17:18:30,ngebug pas sekali scroll ke bawah
AGILCO ABRAHAM,5,2023-07-06 17:18:18,Kepoin threads gua @agilco.abraham
Junai Galang,5,2023-07-06 17:18:06,"Orang Galang, Sumut pertama yg download aplikasi ini 😂"
MUHAMMAD Fakhri,5,2023-07-06 17:17:51,Memudahkan seperti twi**er
Fini Destiani,5,2023-07-06 17:17:50,"Saya download karena pemain mobile legends kesayang saya Tim rrq, banyak yang download apk ini"
Muhammad Dayat,5,2023-07-06 17:17:49,Terbaik lah (ulasan pertama dari Indonesia)
LEK TRI TAK DUT,4,2023-07-06 17:17:35,Baru pertam coba pas rilis
EDOWI VB 76,3,2023-07-06 17:17:24,jelek
Mybsj_ MosBanky,3,2023-07-06 17:16:25,Kasih translate dong
Fani,5,2023-07-06 17:16:01,Bagus aja
Muhammad elnuen Zahavi,5,2023-07-06 17:15:41,Mantap Lah Nyaingin Sebelah
SanzTzy,5,2023-07-06 17:15:31,Mantap Bosque
Fikri,4,2023-07-06 17:13:58,Apk nya sudah bagus tapi kenapa membalas postingan orang komentar kita juga ikut ke posting di profil kita
SYAHRUL_ RIDERMV,5,2023-07-06 17:13:20,"Lumayan bagus aplikasi ini, harus di perbaiki lagi si harus nya"
Ahmad syafiq Faiqunnauval,5,2023-07-06 17:12:49,Good
muharam wcp,1,2023-07-06 17:12:43,"Bisa tidak langsung banyakin followers aku,maaf kalau cuman 1 bintang"
Status Baper Official,5,2023-07-06 17:11:34,Bagus
Mamang-mamang PDI,5,2023-07-06 17:11:29,good idea sir
Anggara Deni A,5,2023-07-06 17:11:29,baguss bet anjirrr
Asep Aripudin,3,2023-07-06 17:10:55,Saya perlu tau akun siapa saja yang sudah/belum follow back. tolong segera diperbaiki fiturnya
045_Anwarul Fikri,5,2023-07-06 17:10:44,GG gaming gk adik adik
Nailah Azmi,5,2023-07-06 17:10:32,Asiiikkkk bangettt walaupun awalnya bingung gimana cara pakeknyaaa😆
Aziz Adw,5,2023-07-06 17:09:55,Keren
Indah Pitono,1,2023-07-06 17:09:46,Treads saya mengalami glitch parah
Andri Gumilar,5,2023-07-06 17:09:43,Kembaran sama kaya Twitter
Kokoh Dwiko,5,2023-07-06 17:09:34,p bang
Jefri Newbie Official,5,2023-07-06 17:08:59,"Congratulations for the formation of threads from Meta, I hope your team will be better"
Fina Nana (lorenzia_xoxo),5,2023-07-06 17:08:28,It is so good 😊👍🏿
Silver Haruna,5,2023-07-06 17:07:56,Perlu di kasih penerjemah bahasa
Sana sana,5,2023-07-06 17:07:56,Semoga ada fitur penerjemahan otomatis
Bay Dim,5,2023-07-06 17:07:54,tambahin mode gelap
Setiyo _Budi,5,2023-07-06 17:07:27,Kembangkan lagi untuk menjadi yang terbaik
Aa',5,2023-07-06 17:07:14,Apakah saya yang pertama memberi ulasan ?
Danang Putra,5,2023-07-06 17:06:58,Please put the picture and video button for andorid to created threads
Sutriyanto Slmc1236,5,2023-07-06 17:06:52,Pertama
wendy dy,5,2023-07-06 17:06:49,good
Faupu,5,2023-07-06 17:06:15,pelan pelan pak supir
luru Pune,5,2023-07-06 17:06:07,"Bagus 👌 tapi belum di coba ,"
iqbal Promek,5,2023-07-06 17:05:58,bikin kek twiter persis
Milza Alfarizi,5,2023-07-06 17:05:43,Bagus
Muhammad Fatahillah,2,2023-07-06 17:05:14,Kenapa di hp saya tampilannya rusak?
Muhammad Aqmanul Hibatullah,5,2023-07-06 17:05:14,Nice
Ridho Haqiqi,5,2023-07-06 17:04:38,Dark mode please!
Rizal Ganzzz,5,2023-07-06 17:04:25,"Keren gak lag sama sekali, gak kayak aplikasi sebelah"
Brilliant Anugerah Ramadan Kano,5,2023-07-06 17:03:52,bagus
Zulfa Saputra,5,2023-07-06 17:03:38,Kamu nanya ?
Priatna X Amelia,5,2023-07-06 17:02:02,Rivalnya Twitter
Riyan Handika,1,2023-07-06 17:01:35,"Geter geter di berandanya,,,langsung uninstall njir gua"
Hadi Ws,1,2023-07-06 17:01:12,"Belum bisa di buka, nanti kalo dah bisa baru aku ubah bintang ny 👎"
IBRA,5,2023-07-06 17:00:52,good
Utii Nell,1,2023-07-06 17:00:31,Kok punya saya ga bisa ter download si kenapa yaa
fragaria,5,2023-07-06 17:00:27,good
Haziq Gunawan,5,2023-07-06 16:59:54,Baru
YUDI,1,2023-07-06 16:59:46,Nunggu timeline di perbaiki biar yang muncul hanya yg difollow
Afgansyah Husam Mahdavikia,5,2023-07-06 16:59:26,keren cuy
pan_eisprot,5,2023-07-06 16:59:14,Semoga banyak bokepnya
Wahyu Kurniawan,5,2023-07-06 16:58:52,Pertahankan dan update fitur lengkap agar nyaman
Renaldy Herwino,5,2023-07-06 16:58:33,Okee
ghafa indo,5,2023-07-06 16:57:51,ANJAY ORANG PERTAMA YANG REVIEW apk nya sama aja kaya ig/twitt 5/5
Hawwin T. Huda,1,2023-07-06 16:57:20,"Saya cari di google play store kok gak ketemu, ketemunya cari di google"
Hendyeka Putra,2,2023-07-06 16:56:46,Baru install... Tampilannya masih ada bug... Segera diperbaiki ya
Wannur Khairani,4,2023-07-06 16:56:13,"Halo developer, saya awalnya lancar post gambar, tetapi sekarang sudah tidak bisa, mohon diperbaiki"
Rangga Cengho,5,2023-07-06 16:56:09,Lumayan keren
Anisya Nida,5,2023-07-06 16:56:02,really need a translation
Fhm channel,5,2023-07-06 16:55:45,Mencoba sesuatu yang baru hahahaha🗿
M najib Al saifani,5,2023-07-06 16:55:36,Ok
Lusius winner,5,2023-07-06 16:55:35,"Aplikasinya serupa dengan instsgram, btw keren"
Naoki,2,2023-07-06 16:55:05,"tambahkan terjemahan pada post, bisakah saya melihat atau follow postingan dari pengguna fediverse seperti mastodon?"
Gigih,4,2023-07-06 16:55:02,Hanya test karena mirip Twitter jadi penasaran seperti apa Twitter buatan raksasa sekelas Meta. Dari segi tampilan sih mantap cuma yang buat bosen fitur-fiturnya masih kalah & ketaut sama instagram (ga berdiri sendiri) jadi harus buat IG dulu saat mau mencoba.
